"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H4080801","44-95-09-14","771e7fd106874d53b7c7aa52221e3449",2,"SELLS SWEETBANANAS","2","SELLS SWEETBANANAS",4,4,2012,1,,"SELLING SWEET BANANAS",2,71111,47,471,4711,1,1,2014,4,1,,2,,2,,,2,,,,,1,2,12,,300000,0,0,,200000,0,3,1,,,,,,,1,,1,,,,,,,,,,2,2
"H0371103","91-38-40-28","772652e7c84341bcb205a8b1fc5b7d00",2,"PANCAKE AND CASSAVA SALES","2","PANCAKE AND CASSAVA SALES",7,8,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0371103","91-38-40-28","772652e7c84341bcb205a8b1fc5b7d00",1,"OWNS AND RIDES A BODA BODA","1","OWNS AND RIDES A BODA BODA",6,8,2014,1,,"boda boda rider",2,81111,49,492,4922,1,4,2014,6,1,,2,,2,,,4,,,,,4,,12,,900000,0,0,,260000,180000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2640601","32-74-87-37","777d302b72d34e9993e80e65f01576a0",1,"CARPENTRY","1","CARPENTRY",2,98,1982,1,,"CARPENTRY",1,31111,31,310,3100,1,1,1988,2,1,,2,,2,,,1,,,,,1,,6,1,500000,0,1,0,250000,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H1140302","54-44-71-89","77ef25b3e9fe49eca53884071f286fcc",2,"RETAIL SALE OF MATOOKE","2","RETAIL SALE OF MATOOKE",4,4,1990,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1140302","54-44-71-89","77ef25b3e9fe49eca53884071f286fcc",1,"RETAIL SALE OF SECOND HAND CLOTHES VIA STALL","1","RETAIL SALE OF SECOND HAND CLOTHES VIA STALL",4,4,1990,1,,"RETAIL SALE OF CHILDREN'S SECOND HAND CLOTHES IN MARKETS",2,71111,47,478,4782,1,1,2006,8,1,,2,,2,,,1,,,,,1,,12,,250000,0,0,,100000,120000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H3570901","39-61-71-77","78507656167c48d88aee2be5922f5911",2,"SALE OF NEW SHOES (MOBILE)","3","SALE OF NEW SHOES (MOBILE)",8,98,2016,1,,"RETAIL SALE OF SHOES AND CLOTHES",2,71111,47,477,4771,,1,2016,8,1,,2,,2,,,1,,,,,1,,12,,600000,0,1,0,400000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3570901","39-61-71-77","78507656167c48d88aee2be5922f5911",1,"RETAIL SALE OF FRIED FOOD STUFFS","1","RETAIL SALE OF FRIED FOOD STUFFS",1,98,2004,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3380501","07-15-21-42","78932fa943d54ba788dbbc8e105f379f",1,"RETAIL SALE OF OTHER GOODS AND BEER","1","RETAIL SALE OF OTHER GOODS AND BEER",4,4,2013,1,,"retail sale of beverages",2,71111,47,472,4722,1,1,2013,1,1,,2,,2,,,1,,,,,1,,12,,130000,0,0,,100000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2370101","07-87-19-93","789cc5cca6324dcdba9270e5b694ded1",1,"RETAIL SALE OF CABBAGES and SODA ASH","1","RETAIL SALE OF CABBAGES",4,98,2006,1,,"SELLING CABBAGES AND SODA ASH",2,71111,47,479,4799,1,1,2016,4,1,,2,,2,,,1,2,,,,1,2,12,,550000,0,0,,320000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2340701","03-14-38-99","78cb5d0538d4428d9d557f0c0b39307f",1,"TRADING IN MALWA(KWETE)","2","TRADING IN MALWA(KWETE)",2,1,2006,1,,"trading in Kwete",3,31111,11,110,1103,1,1,2000,6,1,,2,,2,,,1,4,,,,1,4,12,,30000,0,0,,20000,0,3,,,1,,,,,,,,,,,,,,,,,2,2
"H0460801","26-23-43-08","78dc02f86f4c49aea39cd5c4e0fa3ba8",1,"SELLING COFFEE","1","SELLING COFFEE",1,6,2008,1,,"buying and selling coffee",2,71111,46,462,4620,1,1,1998,1,1,,2,,2,,,1,,,,,1,,12,,4000000,0,0,,3300000,500000,2,,1,1,,,,,,1,,,,,,,,,,,2,2
"H1190302","97-30-05-13","7926183f7bd245309604950d94828457",2,"CLINIC","2","CLINIC",8,1,2000,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1190302","97-30-05-13","7926183f7bd245309604950d94828457",1,"WHOLESALE OF AGRICULTURAL PRODUCE","1","WHOLESALE OF AGRICULTURAL PRODUCE",8,1,2000,1,,"BUYING OF DRY MAIZE GRAIN",2,71111,46,462,4620,,3,2010,7,1,,2,,2,,,3,5,,,,3,,8,1,3500000,0,2,0,2800000,100000,2,,,,,,,,,1,,,1,1,,,,,,,2,2
"H1030601","44-72-45-41","792b4f88a6ad45119657c627256c06f9",1,"MOTORCYCLE TRANSPORT","1","MOTORCYCLE TRANSPORT",8,98,2007,1,,"TRANSPORTING PASSENGERS",2,81111,49,492,4921,1,2,2007,8,1,,2,,1,10,,1,,,,,1,,12,,900000,0,0,,200000,230000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2700701","48-02-04-91","793852b41e9c443d9c1eead278b31bcc",1,"MAKING BASKETS","1","MAKING BASKETS",1,98,2013,1,,"MAKING BASKETS",1,31111,20,203,2030,1,2,2012,1,1,,1,,2,,,2,,,,,2,,12,,40000,0,0,,15000,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H2080201","67-39-41-92","7ada1d475efb4cc08cf27ad00bfeaa49",1,"BREWING LOCAL ALCOHOL","1","BREWING LOCAL ALCOHOL",1,3,1992,1,,"Distilling waragi",1,31111,11,110,1101,,6,2006,2,1,,2,,2,,,2,,,,,2,,12,,180000,0,1,0,30000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H2080201","67-39-41-92","7ada1d475efb4cc08cf27ad00bfeaa49",2,"BICYCLE TRANSPORT SERVICE","2","BICYCLE TRANSPORT SERVICE",8,3,1996,1,,"BICYCLE TRANSPORT SERVICES",2,81111,49,492,4922,,1,2005,4,1,,1,,2,,,1,,,,,1,,12,,90000,0,0,,0,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0610501","86-49-53-21","7b570e73137a4729934f3c2fb9c8e861",1,"WHOLESALE OF AGRICULTURAL PRODUCE","1","WHOLESALE OF AGRICULTURAL PRODUCE",7,2,2004,1,,"wholesale of agricultural produce",5,71111,46,462,4620,,1,2004,1,1,,2,,2,,,1,2,,,,1,,4,1,500000,0,0,,0,0,2,,1,1,,,,,1,1,,,,,,,,,,,2,2
"H2041101","63-74-12-15","7b69da75f68c43ddaf48754cd0857ded",1,"BREWING ALCOHOL","2","BREWING ALCOHOL",2,98,1987,1,,"brewing waragi",1,31111,11,110,1101,1,2,1987,1,1,,2,,2,,,2,10,,,,2,,10,1,40000,0,1,0,20000,6000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0420501","71-24-98-00","7b8f2072ba214e0495310d05b6d2a2c7",1,"BUTCHER FOR PORK","1","BUTCHER FOR PORK",7,98,2000,1,,"RETAIL SALE OF PORK",2,71111,47,472,4721,1,1,2005,6,1,,2,,2,,,2,,,,,2,,12,,1500000,1,0,100000,500000,40000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0420501","71-24-98-00","7b8f2072ba214e0495310d05b6d2a2c7",2,"SELLING BEVERAGES","2","SELLING BEVERAGES",7,98,2000,1,,"Retail sale of local brew",2,71111,47,472,4722,1,2,2008,1,1,,2,,2,,,2,,,,,2,,2,1,400000,0,0,,200000,20000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H2340801","71-39-46-03","7c31421ccb6d42aa9ea2831cb585988b",1,"SELLING KWETE","1","SELLING KWETE",2,10,2013,1,,"selling kwete",2,31111,11,110,1103,1,1,2012,7,1,,2,,2,,,1,2,,,,1,2,12,,80000,0,0,,0,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H4240401","78-49-13-99","7c5a0f7895b9448eb93f151be28a8802",1,"RETAIL SHOP","1","RETAIL SHOP",1,98,2011,1,,"Retail shop",2,71111,47,471,4711,1,2,2010,1,1,,2,,2,,,2,,,,,2,,12,,100000,0,0,,1500000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H4050601","26-82-40-53","7c65b6422906484f8353177dc7bfa62b",1,"SELLS CLOTES N THE MARKET","1","SELLS CLOTES N THE MARKET",8,98,1995,1,,"SELLING CLOTHES IN THE MARKET",2,71111,47,478,4782,,1,1999,4,1,,2,,2,,,1,,,,,1,,12,,8800000,0,0,,540000,80000,2,1,,1,,,,,,,1,,,,,,,,,,2,2
"H1720802","38-09-78-11","7d8eedb85e53480da49030ce34710710",2,"RETAIL SALE OF FOOD STUFFS","2","RETAIL SALE OF FOOD STUFFS",8,2,1999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1720802","38-09-78-11","7d8eedb85e53480da49030ce34710710",1,"RETAIL SALE OF CHARCOAL","1","RETAIL SALE OF CHARCOAL",8,2,1999,1,,"RETAIL SALE OF CHARCOL",2,11111,2,21222,210,,2,1979,8,1,,1,,2,,,2,,,,,2,4,9,1,1000000,2,0,100000,200000,400000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2811001","08-23-72-80","7db87df4fe074a67b27c7e0824a73c87",1,"RENTALS","1","RENTALS",2,98,2000,1,,"RENTALS",2,91111,55,559,5590,1,1,2005,2,1,,2,,2,,,1,,,,,1,,12,,100000,0,0,,0,0,2,1,,,,,,,,,,,1,,,,,,,,2,2
"H2920201","99-85-94-79","7e6a79956ffb417b8f86ba82001858d6",1,"DRUG SHOP","1","DRUG SHOP",4,98,2002,1,,"selling of human drugs",2,171111,86,869,8690,1,2,2002,5,1,,2,,1,12,,1,2,,,,2,,12,,2000000,0,0,,300000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0480802","77-12-15-91","7f071410830a440f96e642151dda8572",1,"SELLING LADIES AND MEN'S CLOTHES","1","SELLING LADIES AND MEN'S CLOTHES",7,98,2012,1,,"selling clothing apparel",2,71111,47,477,4771,1,1,2012,5,1,,2,,2,,,1,,,,,1,,12,,10000000,1,1,200000,7500000,540000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1290401","71-15-76-53","7f82238f7ead4f62a928d688d714d75a",1,"PASSENGER TRANSPORT ON A MOTORCYCLE","1","PASSENGER TRANSPORT ON A MOTORCYCLE",8,4,2012,1,,"MOTORCYCLE BODA BODA TRANSPORT",2,81111,49,492,4922,,1,2012,8,1,,1,,2,,,1,,,,,1,,12,,450000,0,0,,50000,150000,2,1,,,,,,1,1,,,,,,,,,,,,1,1
"H1920101","34-93-80-75","7f851c2ccbf243319aa0de4ffe7c8bff",1,"DRUG SHOP","1","DRUG SHOP",1,3,2009,1,,"SELLING HUMAN MEDICINES",2,71111,47,477,4772,,1,2009,2,1,,2,,2,,,2,,,,,2,,12,,480000,0,0,,250000,50000,2,,,,,,,,,,,,,,,1,,,,,2,2
"H3450601","71-25-99-33","7fac6d38e49940718d8c54df21034770",2,"CHARCOAL SELLING","2","CHARCOAL SELLING",6,98,2017,1,,"SELLING CHARCOAL",2,11111,2,21222,210,1,2,2018,6,1,,2,,2,,,2,,,,,1,2,12,,320000,0,0,,200000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0720202","94-39-44-87","80fa64dba6bd4a6280425a1bf6465139",2,"RETAIL SALE OF GOODS","2","RETAIL SALE OF GOODS",1,6,2011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0720202","94-39-44-87","80fa64dba6bd4a6280425a1bf6465139",1,"TRANSPORT PEOPLE AND GOODS","1","TRANSPORT PEOPLE AND GOODS",8,9,2006,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0541203","17-36-43-52","8150def5ffbf4a17871a9bbbf753855e",2,"RETAIL SALES OF FRIED AND ROASTED PORK","2","RETAIL SALES OF FRIED AND ROASTED PORK",6,98,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0541203","17-36-43-52","8150def5ffbf4a17871a9bbbf753855e",1,"RETAIL SALES OF CABBAGE, EGGPLANT","1","RETAIL SALES OF CABBAGE, EGGPLANT",4,98,2016,1,,"VEGETABLE STALL SELLING VEGETABLES",2,71111,47,478,4781,1,2,2011,4,1,,2,,2,,,2,,,,,2,,12,,240000,0,1,0,100000,25000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H1180901","32-97-83-31","8161c7383a8c42aaa350ca3f9d560855",1,"RETAIL SALE OF FISH","1","RETAIL SALE OF FISH",4,98,1999,1,,"RETAIL SALE OF FISH",2,71111,47,479,4799,1,1,1999,4,1,,2,,2,,,1,,,,,1,,12,,400000,0,0,,120000,30000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2140102","65-04-81-53","819e4071d5f3439fa69f60ee61baa339",1,"RETAIL TRADE/ SERVING OF KWETE","1","RETAIL TRADE/ SERVING OF KWETE",4,98,1990,1,,"SELLING LOCAL BREW",2,191111,96,960,9609,1,2,2014,8,1,,2,,2,,,2,,,,,2,,12,,40000,0,0,,35000,0,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H1630503","62-07-41-60","81b07d083af141639f5b1636a3675063",1,"SELL OF FIREWOOD","1","SELL OF FIREWOOD",8,1,1984,1,,"FIREWOOD SELLER",4,11111,2,23222,230,1,1,2008,8,1,,1,,2,,,1,,,,,1,,12,,240000,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1950801","62-41-25-39","82134df5fecb43efabf29617edab6a54",1,"BUYS AND SELLS CASSAVA FLOUR","1","BUYS AND SELLS CASSAVA FLOUR",4,4,2013,1,,"SELLER CASSAVA FLOUR",2,71111,47,479,4799,1,2,2015,1,1,,6,,1,12,,2,,,,,2,,10,1,160000,0,1,0,65000,15000,3,,,1,,,,,,,,,,,,,,,,,2,2
"H3510501","67-16-44-20","82721420417c41828f5702a5259f2e15",1,"RETAIL SHOP OF GENERAL MERCHADISE","1","RETAIL SHOP OF GENERAL MERCHADISE",1,1,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2800301","63-73-28-84","82b731fba8fb4068bcbe580307c2c0c0",2,"RESTUARANT AND LODEGE","2","RESTUARANT",5,1,2001,1,,"RESTAURANT & LODGE",2,91111,55,551,5510,1,2,2004,7,1,,2,,2,,,1,2,,,,1,2,12,,500000,1,0,800000,0,30000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H2800301","63-73-28-84","82b731fba8fb4068bcbe580307c2c0c0",1,"DRUG SHOP","1","DRUG SHOP",1,1,1993,1,,"CLINIC & DRUG SHOP",2,171111,86,862,8620,1,1,1993,7,1,,96,"FRIEND",2,,,1,,,,,1,,12,,900000,0,1,0,500000,30000,2,,,1,,,,,,,1,,,,,,,,,,2,2
"H1180101","71-86-91-62","82f3147f85d74b49bbb0e5e54d2bbb9e",1,"TRADITIONAL HEALER","1","TRADITIONAL HEALER",2,10,1989,1,,"TRADITIONAL HEALER",2,191111,96,960,9609,1,1,1989,1,4,,1,,1,12,,1,,,,,1,,12,,700000,0,0,,200000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3521001","70-29-45-96","8387002428b74844bea6411e79e8af97",2,"DRIVING A SPECIAL HIRE TAXI","3","DRIVING A SPECIAL HIRE TAXI",8,98,2014,1,,"Special hire driver",1,81111,49,492,4921,1,1,2014,8,1,,2,,2,,,1,,,,,1,,12,,1500000,0,0,,0,400000,3,1,,,,,,,1,,1,,,1,,,,,,,2,1
"H3521001","70-29-45-96","8387002428b74844bea6411e79e8af97",1,"SELLING CHAPATIS","2","SELLING CHAPATIS",7,98,2016,1,,"Making and selling chapat",2,71111,47,471,4719,1,2,2016,1,1,,2,,2,,,2,,,,,2,,12,,450000,0,0,,225000,0,3,1,,,,,1,,,,,,,,,,,,,,2,2
"H2420301","20-10-24-51","83bd7d633737435994b5a61b8647da6f",1,"SELLING PRODUCE","1","SELLING PRODUCE",4,98,2014,1,,"SELLER PRODUCE",2,71111,47,479,4799,1,2,2016,8,1,,2,,2,,,2,,,,,2,,12,,140000,0,1,0,75000,0,2,,1,1,,,,,,,,,,,,,,1,,"LONG DISTANCE TO THE MARKET",2,2
"H2420301","20-10-24-51","83bd7d633737435994b5a61b8647da6f",3,"MAKING LOCAL WINE FOR SALE","3","MAKING LOCAL WINE FOR SALE",4,98,2014,1,,"MAKER LOCAL WINE",2,31111,11,110,1102,1,1,1987,2,1,,2,,1,12,,1,2,,,,1,,12,,180000,0,2,0,50000,10000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2420301","20-10-24-51","83bd7d633737435994b5a61b8647da6f",2,"SELLING FOOD STUFF","2","SELLING FOOD STUFF",4,98,2014,1,,"SELLER ASSORTED FOOD STUFF",2,71111,47,478,4781,1,1,2004,7,1,,2,,1,3,,1,2,4,,,1,,12,,340000,0,3,0,150000,40000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3820401","06-92-33-11","83d0fed73e694bdb9e0d020849793252",1,"HOTEL ENTERPRISE","1","HOTEL ENTERPRISE",1,6,2011,1,,"SELLING PREPARED FOOD IN A RESTAURANT",3,91111,56,561,5610,1,1,2009,2,1,,2,,2,,,1,,,,,1,,5,2,200000,0,0,,120000,20000,2,1,,1,,,,,,,1,,,,,,,,,,2,2
"H3820401","06-92-33-11","83d0fed73e694bdb9e0d020849793252",2,"CARPENTRY","2","CARPENTRY",1,6,2011,1,,"MAKING WOODEN DOORS AND FURNITURE",1,31111,16,162222,1622,1,2,2000,2,1,,2,,2,,,2,,,,,2,,4,1,300000,0,0,,150000,50000,3,1,,1,,,,,,,,,,,,,,,,,2,2
"H3820401","06-92-33-11","83d0fed73e694bdb9e0d020849793252",3,"GOLD MINING","3","GOLD MINING",1,6,2011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2230304","93-08-00-97","851527301809472fb74628a837c5ebb2",1,"SHOP","1","SHOP",4,98,2016,1,,"Selling in a shop",2,11111,1,11222,111,1,1,1994,7,1,,1,,2,,,1,,,,,1,,12,,800000,0,0,,680000,40000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2990207","77-28-96-35","85491223ab0747a18519c0133e9cf2e1",1,"SPARE PARTS SHOP","1","SPARE PARTS SHOP",3,3,2010,1,,"Retail Sale of Motor vehicle spare parts",2,191111,96,960,9609,1,2,2003,7,1,,2,,2,,,2,,,,,2,,12,,20000000,0,0,,18500000,100000,1,,,,,,,,,,,,,,,,,,,,1,1
"H2650701","57-87-85-25","857caad639e048f9aa35e82a98cd0236",1,"SELLING OF LOCAL PORRIDGE","1","SELLING OF LOCAL PORRIDGE",1,1,2007,1,,"Making local porridge",1,31111,11,110,1104,1,1,1999,1,1,,2,,1,1,,1,2,,,,1,2,12,,2000000,1,2,300000,500000,120000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2341101","33-75-81-97","85e3724de768403e905ce5968dc735ee",1,"SELLING CASSAVA","1","SELLING CASSAVA",4,7,2014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3710901","72-48-61-64","866f6a8e646840eba3ed5335760613fc",1,"RETAIL SALE OF  SMOKED FISH","1","RETAIL SALE OF FISH",6,98,1998,1,,"Retail sales of smoked fish",2,71111,47,478,4789,1,1,2009,4,1,,2,,2,,,1,,,,,1,,12,,240000,0,1,0,60000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3760301","31-34-23-99","86a9fa3980384a5d905b1f8fa8533c97",1,"BODA BODA CYCLIST","1","BODA BODA CYCLIST",8,9,2013,1,,"RIDING OWN BODA BODA MOTORCYCLE",2,81111,49,492,4921,1,7,2016,8,1,,96,"SOLD LAND",2,,,7,,,,,7,,12,,800000,0,1,0,0,300000,1,,,,,,,,,,,,,,,,,,,,2,1
"H3380401","02-02-25-14","871ce70794974b6e92089daa702c5fef",1,"BODA BODA","1","OWNS AND RIDES A BODA BODA",6,3,2015,1,,"OWNS AND RIDES A BODA BODA",2,81111,49,492,4921,1,1,2013,8,1,,2,,2,,,1,,,,,1,,12,,600000,0,0,,200000,50000,3,1,,,,,,,,,,,,,,,,,,,2,2
"H2140601","77-45-15-28","87c4e00c7e5748e28a863e4b24de142a",2,"SELLING FIREWOOD","2","SELLING FIREWOOD",8,1,2006,1,,"SELLING FIREWOOD",4,11111,2,23222,230,1,4,2000,4,1,,1,,2,,,1,,,,,1,4,10,1,50000,0,0,,0,0,3,1,,,,,,1,,,,,,,,,,,,,2,2
"H2140601","77-45-15-28","87c4e00c7e5748e28a863e4b24de142a",1,"BREWING MALWA(KWETE)","1","BREWING MALWA(KWETE)",6,2,2009,1,,"BREWING KWETE",2,31111,11,110,1103,1,1,2000,1,1,,1,,2,,,1,4,,,,1,4,8,1,30000,0,0,,20000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H1080303","83-05-37-83","87e27e3874834bd78aa01fd5f3d35e87",1,"DISTILLING OF LOCAL WARAGI","1","DISTILLING OF LOCAL WARAGI",2,11,2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2970903","16-33-27-94","88929fffa331450386b6ad15f5cf3644",1,"NURSERY SCHOOL","2","NURSERY SCHOOL",1,4,2017,1,,"NURSERY SCHOOL",2,161111,85,851,8510,1,1,2017,1,1,,2,,2,,,1,,,,,1,2,9,1,1500000,1,1,160000,300000,0,1,,,,,,,,,,,,,,,,,,,,1,2
"H3600602","63-41-31-30","89031bc5406a4cc7a66a827f60487cbd",1,"BRICKS MAKING","2","BRICKS MAKING",2,6,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3821001","70-55-74-41","89145e187f3b49d7b2182ddf0de09a06",1,"BREWING AND SELLING LOCAL WARAGI","1","BREWING AND SELLING LOCAL WARAGI",2,98,1991,1,,"BREWING AND SELLING OF LOCAL BREW",1,31111,11,110,1101,1,3,1991,2,1,,2,,2,,,2,3,,,,2,3,12,,700000,0,0,,300000,60000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2150501","04-37-80-86","8929bb483a9947ea9873e3500cb32674",1,"CUTTING AND SELLING FIREWOO2","1","CUTTING AND SELLING FIREWOO2",4,9,2010,1,,"CUTTING AND SELLING FIREWOOD",2,11111,2,22222,220,1,1,2000,8,1,,1,,2,,,1,,,,,1,,6,2,25000,0,0,,0,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H2150501","04-37-80-86","8929bb483a9947ea9873e3500cb32674",3,"SELLING KWETE","2","SELLING KWETE",4,9,2015,1,,"SELLING KWETE",3,31111,11,110,1103,1,1,2014,6,1,,2,,1,8,,1,2,,,,1,2,8,1,40000,0,0,,0,0,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H2150501","04-37-80-86","8929bb483a9947ea9873e3500cb32674",2,"CUTTING AND SELLING FIREWOO1","1","CUTTING AND SELLING FIREWOO1",4,9,2010,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1950401","54-67-86-67","893875030df44f56843645c439b7e448",2,"SELLING FRIED GNUTS","2","SELLING FRIED GNUTS",8,98,2001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1950401","54-67-86-67","893875030df44f56843645c439b7e448",3,"TAILORING","3","TAILORING",8,98,2001,1,,"makes and sells children's clothes",1,31111,32,329,3290,1,1,2016,4,1,,2,,2,,,4,,,,,4,,12,,80000,0,0,,35000,8000,2,1,1,1,,,,,,,,,,,,,,,,,2,2
"H1950401","54-67-86-67","893875030df44f56843645c439b7e448",1,"MAKING CRAFTS FOR SELL","1","MAKING CRAFTS FOR SELL",8,98,2001,1,,"Makes and Sells crafts",1,31111,32,329,3290,1,1,2001,8,1,,2,,2,,,1,,,,,1,,12,,120000,0,0,,40000,6000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0590401","63-46-29-52","8967e39ffffe47249e7a7b83ea45068a",1,"PRODUCE BUYER (OLD)","1","PRODUCE BUYER (OLD)",4,98,2000,1,,"BUYING AGRICULTURAL PRODUCE",2,71111,46,462,4620,1,1,2000,7,1,,2,,1,1,,1,,,,,1,,12,,20000000,8,1,800000,15000000,500000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2081001","59-69-13-30","896dd5a665a048e7ba281bf572724e8e",1,"BODABODA SEVICE DRIVER","1","BODABODA SEVICE DRIVER",8,1,2013,1,,"BODABODA DRIVER",2,81111,49,492,4921,1,2,2010,8,1,,2,,2,,,2,,,,,2,,12,,1800000,0,0,,0,400000,2,1,,,,,,1,,,1,,,,,,,,,,2,2
"H1430904","99-07-53-93","89c852aab9a34a6ca26f86fac5ffb794",1,"BUYING AND SELLING PRODUCE IE MAIZE\GROUNDNUTS","1","BUYING AND SELLING PRODUCE IE MAIZE\GROUNDNUTS",4,98,2012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1430904","99-07-53-93","89c852aab9a34a6ca26f86fac5ffb794",2,"OPERATING A BUTCHER","3","BUTCHER",4,98,2017,1,,"OPERATING A BUTCHER",2,71111,47,478,4781,1,1,2014,4,1,,4,,1,2,,1,,,,,1,2,12,,640000,0,0,,420000,30000,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H2971001","71-84-98-20","89ea415fa58b4cc28f1e97993b4a10f2",1,"BREWING BEER","1","BREWING BEER",2,98,2000,1,,"BREWING LOCAL BEER",1,31111,11,110,1103,1,2,2000,2,1,,2,,2,,,2,,,,,2,,12,,150000,2,1,20000,0,10000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2590702","94-71-21-96","89ecbeeefef841819fee94efd6d0c753",1,"CHARCOAL SELLING","1","CHARCOAL SELLING",2,2,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2150101","64-35-25-58","8a20bc31d0ad47eba0bdf9f16a613fa1",1,"BURNING AND SELL OF CHARCOAL","6","BURNING AND SELL OF CHARCOAL",4,6,2006,1,,"BURNING AND SELLING CHARCOAL",1,31111,32,329,3290,1,2,2012,8,1,,1,,2,,,1,2,,,,1,2,12,,80000,0,0,,0,0,2,1,,,,,,,,,,,,,,,,,,,2,2
