"hhid","PID","s8q02","s8q03","s8q04","s8q06","s8q08","s8q10","s8q12","s8q14","s8q15","s8q16","s8q17ab","s8q17","s8q18","s8q19a","h8q19b_oneDigit","h8q19b_twoDigit","h8q19b_threeDigit","h8q19b_fourDigit","h8q19b_superConfirm","s8q20a","h8q20b_oneDigit","h8q20b_twoDigit","h8q20b_threeDigit","h8q20b_fourDigit","h8q20b_superConfirm","s8q22","s8q22_1","s8q23","s8q24","s8q68","s8q26","s8q27","s8q69","s8q29","s8q30","s8q30b","s8q32","s8q33","s8q70","s8q71","s8q35","s8q72","s8q37","s8q38a","h8q38b_oneDigit","h8q38b_twoDigit","h8q38b_threeDigit","h8q38b_fourDigit","s8q39a","h8q39b_oneDigit","h8q39b_twoDigit","h8q39b_threeDigit","h8q39b_fourDigit","s8q41","s8q42","s8q73","s8q36a","s8q36b","s8q36c","s8q36d","s8q36e","s8q36f","s8q36g","s8q43a","s8q43b","s8q43c","s8q43d","s8q43e","s8q43f","s8q43g","s8q46","s8q77","s8q31a","s8q31c","s8q78","s8q31d1","s8q31d2","s8q79","s8q45b","s8q45c","s8q80","s8q45d1","s8q45d2","s8q100a","s8q100b","s8q100c","h8q101b_oneDigit","h8q101b_twoDigit","h8q101b_threeDigit","h8q101b_fourDigit","s8q101a","s8q101d"
"01e7608a258e42c7a2f5af8b551bc247",2,2,1,2,2,2,2,1,1,2,,,,,"subsistence crop farming",6,63,631,6310,1,"subsistence crop farming",11111,1,11222,119,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"01e7608a258e42c7a2f5af8b551bc247",3,2,1,2,2,2,2,1,1,2,,,,,"subsistence crop farming",6,63,631,6310,1,"subsistence crop farming",11111,1,11222,119,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"01e7608a258e42c7a2f5af8b551bc247",4,2,1,2,2,2,2,1,1,2,,,,,"subsistence crop farming",6,63,631,6310,1,"subsistence crop farming",11111,1,11222,119,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02087846085249d1ae73a1070233c8bb",1,1,,1,2,2,2,2,1,2,,,,,"DIGGING FOR OTHER PEOPLE",9,92,921,9211,1,"digging for people to be paid",11111,1,11222,119,1,1,,2,2,2,2,2,2,1,12,4,,,,,7,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,3,1,4000,2,,1,,,,,,,,,,,,,,,,
"02087846085249d1ae73a1070233c8bb",4,2,1,2,2,2,2,1,1,2,,,,,"CROP FARMING",6,63,631,6310,1,"CROP FARMING",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",1,2,2,2,2,2,2,1,1,2,,,,,"Harvesting crops",6,61,611,6111,1,"Growing crops mainly for sale and some for food",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,2,0,8,8,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",2,1,,2,2,2,2,1,1,2,,,,,"Harvesting crops",6,61,611,6111,1,"Growing crops mainly for sale and some for food",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,8,0,0,8,8,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",5,2,2,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"024172552bc54600b13887149d11e82c",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"SUBSISTENCE FARMING",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,6,6,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",1,1,,1,2,2,2,1,1,2,,,,,"COMMERCIAL MIXED FARMER",6,61,613,6130,1,"COMMERCIAL MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,1,"CROP FARM LABOURER",9,92,921,9211,"COMMERCIAL CROP FARMING",11111,1,11222,111,1,5,5,0,6,6,6,6,6,6,0,3,3,3,3,3,3,4,,,,,,,1,60000,3,,1,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",2,1,,2,2,2,2,1,1,2,,,,,"COMMERCIAL MIXED FARMER",6,61,613,6130,1,"COMMERCIAL MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",4,1,,2,2,2,2,1,1,2,,,,,"COMMERCIAL MIXED FARMER",6,61,613,6130,1,"COMMERCIAL MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",5,1,,2,2,2,2,1,1,2,,,,,"COMMERCIAL MIXED FARMER",6,61,613,6130,1,"COMMERCIAL MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,2,2,2,2,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"024dec2ae5e84e15a9d92dc84c3b5084",1,1,,2,1,2,2,2,1,2,,,,,"SELLS TIMBER IN WHOLESALE",5,52,524,5249,1,"SELLS TIMBER IN WHOLESALE",11111,2,22222,220,1,3,,,,,,,,,,,2,2,1,2,7,2,2,,,,,,,,,,,,,,0,0,0,0,5,4,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"024dec2ae5e84e15a9d92dc84c3b5084",3,2,4,1,2,2,2,2,1,2,,,,,"CASUAL LABOURER AT A CONSTRUCTION SITE",9,93,931,9313,1,"CASUAL LABOURER AT A CONSTRUCTION SITE",61111,41,410,4100,1,1,,2,2,2,2,2,1,,1,4,,,,,5,6,2,,,,,,,,,,,,,,7,8,8,8,8,8,10,,,,,,,,8,1,5000,2,,3,,,,,,,,,,,,,,,,
"024dec2ae5e84e15a9d92dc84c3b5084",4,2,1,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,19
"024dec2ae5e84e15a9d92dc84c3b5084",5,2,1,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,19
"024dec2ae5e84e15a9d92dc84c3b5084",7,1,,2,2,2,2,2,2,2,1,3,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,18
"025b88ecba4a44279935bd4a0d19bccd",1,1,,2,2,2,2,1,1,2,,,,,"Market oriented crop farmer",6,61,611,6114,1,"growing crops with intent to sale",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",2,2,1,2,2,2,2,1,1,2,,,,,"Market oriented crop farmer",6,61,611,6114,1,"production of crops with intent to sell",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",3,2,1,2,2,2,2,1,1,2,,,,,"helping with crops production",6,61,611,6114,1,"production of crops for sell",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",4,2,1,2,1,2,2,1,1,2,,,,,"MARKET ORIENTED CROP FARMER",6,61,611,6114,1,"production of crops for sale",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,1,"SELLING WARAGI",5,52,524,5249,"selling waragi",71111,47,479,4799,3,7,1,0,4,4,4,4,4,4,0,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",1,1,,2,1,2,2,1,1,2,,,,,"COMMERCIAL CROP FARMER",6,61,611,6114,1,"COMMERCIAL CROP FARMER GROWING RICE, MAIZE BEANS AND CASSAVA,.",11111,1,11222,112,1,6,2,,,,,,,,,,,,,,,5,1,"BARBERS",5,51,514,5141,"BARBERS SHOP SERVICES",191111,96,960,9602,3,5,4,0,3,4,4,3,5,4,2,3,3,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",2,2,1,2,2,2,2,1,1,2,,,,,"COMMERCIAL CROP FARMER",6,61,611,6111,1,"COMMERCIAL CROP FARMER GROWING RICE, MAIZE BEANS AND CASSAVA.",11111,1,11222,112,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,4,4,3,3,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"029532d2e0d640f888259f1851cfc929",1,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"029532d2e0d640f888259f1851cfc929",3,2,1,1,2,2,2,2,1,2,,,,,"building porter",9,93,931,9313,1,"construction site",61111,41,410,4100,1,1,,2,2,2,2,2,1,,3,4,,,,,7,6,2,,,,,,,,,,,,,,0,0,0,10,8,8,0,,,,,,,,8,1,10000,2,,1,3,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",1,2,2,2,2,2,2,1,1,2,,,,,"Growing crops",6,63,631,6310,1,"Agriculture",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,6,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",2,1,,2,2,2,2,2,2,1,,,,,"Growing crops",6,63,631,6310,1,"Agriculture",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",1,1,,2,2,2,2,1,1,2,,,,,"DIGGING",6,63,631,6310,1,"FOOD CROPS BEANS AND MAIZE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",2,2,1,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"02efd503602d4d10a508075b811e5913",4,2,1,2,1,2,2,1,1,2,,,,,"DIGGING IN THE GARDEN",6,63,631,6310,1,"FOOD CROPS BEANS AND IRISH",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,1,"BUYING AND SELLING MATOOKE",5,52,521,5211,"FOOD STUFFS MATOOKE",71111,47,478,4789,3,7,7,0,5,5,0,5,5,5,0,0,3,8,0,0,0,4,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",1,2,2,2,1,2,2,1,1,2,,,,,"Boda boda rider",8,83,831,8321,1,"Transportating passengers on a motorcycle",81111,49,492,4922,1,3,,,,,,,,,,,2,2,1,2,5,8,1,"Market oriented farmer",6,61,611,6111,"Growing of annual crops",11111,1,11222,111,6,7,5,10,10,6,6,0,0,8,0,1,0,4,4,0,1,2,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",2,1,,2,1,2,2,1,1,2,,,,,"Subsistence crop farmer",6,63,631,6310,1,"Growing of annual crops",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,1,"Retail sale of vegetables",5,52,524,5249,"Retail sale of vegetables",71111,47,478,4789,3,5,7,0,7,7,8,8,7,7,12,5,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"03003a6f1ccd4b1290629662229b5d83",1,2,2,2,2,2,2,1,1,2,,,,,"subsistence crop farmer",6,63,634,6340,1,"harvesting pegion peas",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,6,6,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",2,1,,2,2,2,2,1,1,2,,,,,"subsistence crop farmer",6,63,631,6310,1,"harvesting pegion peas",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,0,6,6,6,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"032de3aed1c34dd5840aba975a5a4468",1,1,,2,2,2,2,1,1,2,,,,,"CROP GROWING",6,63,631,6310,1,"WEEDING CROPS LIKE CASSAVA",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",2,2,1,2,2,2,2,2,2,1,,,,,"CROP GROWING",6,63,631,6310,1,"GROWING FOODCROPS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",3,2,1,1,2,2,2,2,1,2,,,,,"FARMING",6,63,631,6310,1,"CLEARING THE GARDEN FOR PLANTING  CROPS LIKE MAIZE",11111,1,11222,119,1,1,,2,2,2,2,2,2,1,12,4,,,,,7,5,2,,,,,,,,,,,,,,0,5,5,5,5,0,0,,,,,,,,4,1,20000,3,,2,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",5,2,1,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"034a672611304ed3a91b8a062f4d4046",1,1,,2,2,2,2,2,2,1,,,,,"Subsistence crop farmer",6,63,631,6310,1,"production of food crops",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",2,2,3,2,2,2,2,2,2,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"Production of food crops",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",3,1,,2,2,2,2,2,2,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"Production of food crops",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,2,2,2,2,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",2,2,1,2,1,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING.",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,1,"BREWING LOCAL  BREW",5,52,524,5249,"MAKING LOCAL BREW",31111,11,110,1101,3,5,5,0,2,3,3,2,0,0,0,0,0,6,6,0,0,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",3,2,1,2,2,1,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,1,"MAKING AND SELLING  LOCAL BREW",5,52,524,5249,"MAKING AND SELLING LOCAL BREW",31111,11,110,1101,4,5,4,0,2,3,2,3,0,0,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",4,2,1,2,2,2,2,2,2,1,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",5,2,1,2,2,1,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,1,"MAKING AND SELLING LOCAL BREW",5,52,524,5249,"MAKING AND SELLING LOCAL BREW",31111,11,110,1101,4,5,1,0,3,3,0,3,3,0,0,0,0,0,4,4,0,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",6,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,2,2,3,3,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",7,2,1,2,2,2,2,2,2,1,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",8,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,2,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",9,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,2,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",11,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,3,2,2,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",12,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,2,3,2,2,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",14,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,3,2,2,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",17,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTANCE CROP FARMING AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,3,3,3,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",19,1,,2,2,2,2,1,1,2,,,,,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",6,63,633,6330,1,"SUBSISTANCE GROWING OF CROPS AND ANIMAL FARMING",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,3,4,3,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"0397ef293012436a99a621fce6fc7471",1,1,,2,1,2,2,2,1,2,,,,,"A STALL OF AGRO VET PRODUCTS",5,52,522,5221,1,"OPERATING A STALL DEALING IN AGRO VET PRODUCTS",71111,47,477,4773,1,3,,,,,,,,,,,2,2,1,2,5,7,2,,,,,,,,,,,,,,0,12,12,12,12,12,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"0397ef293012436a99a621fce6fc7471",2,2,1,2,2,2,2,2,2,1,,,,,"SHOP KEEPER",9,95,952,9520,1,"WORK FOR SOMEONE ON A STALL",71111,47,472,4721,1,4,,,,,,,,,,,2,2,1,2,5,7,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"039d3e634a2e4f2bb56e3798660eb6ba",1,1,,1,2,2,2,2,1,2,,,,,"Casual labourer",9,92,921,9211,1,"Subsistence crop farming",11111,1,11222,119,1,1,,2,2,2,2,2,1,,12,4,,,,,7,5,2,,,,,,,,,,,,,,0,8,8,8,8,8,8,,,,,,,,4,1,150000,4,,1,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",1,1,,2,2,2,2,1,1,2,,,,,"commercial farming",6,61,613,6130,1,"commercial farming",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,6,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",2,2,1,2,2,2,2,1,1,2,,,,,"subsistence crop farming",6,63,631,6310,1,"subsistence crop farming",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,6,6,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",1,1,,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"IRISH POTATOES, BEANS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,6,6,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",2,2,1,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"BEANS, MAIZE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,8,8,0,0,6,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",3,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MAIZE, BEANS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,8,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",4,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MAIZE, BEANS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,8,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",1,1,,2,2,2,2,1,1,2,,,,,"MIXED CROP AND LIVESTOCK FARMING MAJORLY FOR MAINLY HOME CONSUMPTION",6,63,633,6330,1,"MIXED CROP AND LIVESTOCK FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,3,7,7,7,7,3,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",5,2,1,2,1,2,2,2,1,2,,,,,"BUYING AND SELLING ORANGES ON LARGE SCALE IN A STALL AT THE MARKET",5,52,521,5211,1,"BUYING AND SELLING ORANGES ON LARGE SCALE AT THE MARKET",71111,46,463,4630,1,3,,,,,,,,,,,8,8,2,2,5,7,2,,,,,,,,,,,,,,0,6,6,6,6,6,6,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
"040ceeba10fc44d19c9499e31e34fbfc",1,1,,2,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,15
"040ceeba10fc44d19c9499e31e34fbfc",2,1,,2,2,2,2,2,2,2,1,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,10
"040ceeba10fc44d19c9499e31e34fbfc",3,2,1,1,2,2,2,2,1,2,,,,,"CASUAL LABORER DOING ODD JOBS",9,96,962,9622,1,"CASUAL LABORER DOING ODD JOBS",191111,96,960,9609,1,1,,2,2,2,2,2,1,,12,4,,,,,7,8,2,,,,,,,,,,,,,,0,3,4,4,3,5,6,,,,,,,,3,96,,,200000,3,,,,,,,,,,,,,,,,
