"EA_code","t0_EA_code","interview__key","trip_num","s1b_visit","s1bq2a","s1bq2b","s1bq2d","s1bq2e","s1bq2c","s1bq3a","s1bq3b","s1bq3a_v2","s1bq3b_v2","s1bq3d","s1bq3e","s1bq3c","s1bq4a","s1bq4b","s1bq4a_v2","s1bq4b_v2","s1bq4d","s1bq4e","s1bq4c","s1bq5a","s1bq5b","s1bq5d","s1bq5e","s1bq5c","s1bq6a","s1bq6b","s1bq6d","s1bq6e","s1bq6c"
"f709ca33e5624c40bbebb5bbff93d32f","3191050503","92-58-44-91",1,3,"2018-03-23","2018-03-23T07:26:27",1,,"2018-03-23T07:52:16","2018-03-23","2018-03-23T02:10:18",,,1,3,"2018-03-23T03:46:23","2018-03-23","2018-03-23T04:20:45","2018-09-07","2018-09-07T05:55:22",1,1,"2018-09-07T07:25:27","2018-03-23","2018-03-23T06:05:15",1,,"2018-03-23T07:09:54","2018-03-23","2018-03-23T07:52:26",1,,"2018-03-23T08:12:38"
"f94bd031b7014493ba1c0295e5614dca","2141141405","38-34-59-31",1,3,"2018-03-23","2018-03-23T05:44:32",1,,"2018-03-23T06:15:27","2018-03-27","2018-03-27T07:19:39",,,1,,"2018-03-27T07:38:48","2018-03-23","2018-03-23T04:30:05",,,1,,"2018-03-23T05:23:02",,,,,,,,,,
"f875111d04594103a21af312cda6e741","4262020201","36-13-76-78",1,3,"2018-05-30","2018-05-30T01:26:37",1,1,"2018-05-30T02:53:08","2018-05-30","2018-05-30T03:30:01","2018-11-29","2018-11-30T00:41:03",1,1,"2018-05-30T09:28:37","2018-05-30","2018-05-30T07:49:24","2018-11-29","2018-11-29T07:27:39",1,1,"2018-05-31T11:40:35","2018-12-13","2018-12-13T01:58:30",,,,"2018-05-31","2018-05-31T02:21:03",1,1,"2018-05-31T04:58:03"
"fb5c0b7c4fa64ce8b41a2d746086f7a1","1021020203","60-32-27-19",7,3,"2018-09-01","2018-09-01T08:13:18",3,1,"2018-09-02T10:39:55","2018-09-20","2018-09-20T04:19:57","2018-09-20","2018-09-20T04:20:04",3,1,"2018-09-20T05:30:04","2018-09-19","2018-09-19T05:56:23","2018-09-19","2018-09-19T05:56:35",3,1,"2018-09-19T07:47:46",,,3,3,"2018-09-27T10:37:41","2018-09-01","2018-09-01T08:52:35",3,1,"2018-09-01T09:16:48"
"f980545af05e454a9a37280d7272716d",,"88-18-91-21",1,3,"2019-01-11","2019-01-11T04:32:52",1,1,"2019-01-11T06:06:54","2019-01-15","2019-01-15T07:09:15","2019-01-15","2019-01-15T07:09:29",,1,"2019-01-15T08:00:58","2019-01-11","2019-01-11T08:13:46","2019-01-11","2019-01-11T08:13:51",,1,"2019-01-11T09:28:22",,,,,,"2019-01-11","2019-01-11T06:09:07",,1,"2019-01-11T07:14:30"
"f941ce88ba9a48e99842d995455d47bd","3251010105","66-72-06-13",1,3,"2018-03-24","2018-03-24T05:04:03",1,3,"2018-03-24T05:46:36","2018-03-23","2018-03-23T02:44:12","2018-10-12","2018-10-12T03:29:27",1,1,"2018-03-23T04:38:52","2018-03-23","2018-03-23T07:56:36","2018-10-11","2018-10-11T08:03:19",1,1,"2018-03-23T09:11:22","2018-03-23","2018-03-23T06:47:30",1,3,"2018-03-23T07:24:05","2018-03-24","2018-03-24T05:46:58",1,3,"2018-03-24T06:19:50"
"fd09bf6c0d16410f9135f36ef5e6993b","1241070706","87-17-71-30",1,3,"2018-06-23","2018-06-23T04:36:17",1,,"2018-06-23T05:36:34",,,,,,3,,"2018-12-18","2018-12-18T04:33:02","2018-12-18","2018-12-18T04:33:07",,1,"2018-12-18T05:37:53","2019-01-24","2019-01-24T02:27:56",,3,,"2018-06-23","2018-06-23T05:39:43",1,,"2018-06-23T06:12:31"
"f9db50b4f83b436ab20692f8d1d0e345","4113020204","42-81-20-45",1,3,"2018-07-29","2018-07-29T05:14:02",1,1,"2018-07-29T07:04:03","2018-07-29","2018-07-29T03:55:13","2019-01-24","2019-01-24T07:25:12",3,3,"2019-01-24T07:33:03","2018-07-29","2018-07-29T01:04:54","2019-01-24","2019-01-24T08:46:19",1,1,"2019-01-24T11:12:03","2019-01-24","2019-01-24T07:53:10",1,1,"2019-01-24T08:46:02","2018-07-29","2018-07-29T07:04:11",1,1,"2018-07-29T08:56:06"
"fd39653b0c2d49a2b86bf992b96cf4d0",,"86-59-69-87",1,3,"2018-09-03","2018-09-03T06:36:59",1,1,"2018-09-03T07:55:13",,,,,,,,"2018-09-03","2018-09-03T04:27:54","2018-09-03","2018-09-03T04:28:50",1,1,"2018-09-03T06:06:06",,,,,,"2018-09-03","2018-09-03T08:04:21",1,1,"2018-09-03T09:12:22"
"fe70d97f97424e029d2757d98e8d9723","1221050503","64-34-31-60",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fecc0f5ccad940ceb621e46eb9f59f77","21110606","83-86-63-56",3,3,"2018-09-12","2018-09-12T21:23:11",1,1,"2018-09-12T22:26:37","2018-06-30","2018-06-30T12:10:32","2018-10-07","2018-10-07T22:52:28",1,1,"2018-10-08T01:07:16","2018-09-12","2018-09-12T01:19:32","2018-09-12","2018-09-12T01:19:38",1,2,"2018-09-12T02:54:47","2018-09-11","2018-09-11T22:22:12",1,1,"2018-09-11T23:07:24","2018-09-13","2018-09-12T22:26:49",1,1,"2018-09-13T11:30:05"
"fffa2187e3d447b085ed6aedd03b38da","4061080801","17-59-88-03",1,3,"2018-09-12","2018-09-12T04:16:14",1,1,"2018-09-12T05:16:04","2018-03-16","2018-03-16T09:59:18","2018-09-03",,1,3,"2018-09-03T02:54:10","2018-03-14","2018-03-14T05:02:14","2018-09-03","2018-09-03T03:44:44",1,1,"2018-09-03T04:28:03","2018-03-14","2018-03-14T03:43:00",1,1,"2018-03-14T04:55:34","2018-09-12","2018-09-12T05:16:16",1,1,"2018-09-12T05:43:13"
