hhid,h10q8_1,h10q8_2,hh
H0280201,Charcoal,Yes,H02802-05-01
H0280201,Other Biomass Burning,No,H02802-05-01
H0280201,Open fire,No,H02802-05-01
H0280201,Other (specify),No,H02802-05-01
H0280301,Electric,No,H02803-05-01
H0280301,lpg,No,H02803-05-01
H0280301,Kerosene,No,H02803-05-01
H0280301,Wood / Sawdust Burning,No,H02803-05-01
H0280301,Efficient Wood Burning,No,H02803-05-01
H0280301,Charcoal,Yes,H02803-05-01
H0280301,Other Biomass Burning,No,H02803-05-01
H0280301,Open fire,No,H02803-05-01
H0280301,Other (specify),No,H02803-05-01
H0280302,Electric,No,H02803-05-02
H0280302,lpg,No,H02803-05-02
H0280302,Kerosene,No,H02803-05-02
H0280302,Wood / Sawdust Burning,No,H02803-05-02
H0280302,Efficient Wood Burning,No,H02803-05-02
H0280302,Charcoal,Yes,H02803-05-02
H0280302,Other Biomass Burning,No,H02803-05-02
H0280302,Open fire,No,H02803-05-02
H0280302,Other (specify),No,H02803-05-02
H0281101,Electric,No,H02811-05-01
H0281101,lpg,No,H02811-05-01
H0281101,Kerosene,No,H02811-05-01
H0281101,Wood / Sawdust Burning,No,H02811-05-01
H0281101,Efficient Wood Burning,No,H02811-05-01
H0281101,Charcoal,Yes,H02811-05-01
H0281101,Other Biomass Burning,No,H02811-05-01
H0281101,Open fire,No,H02811-05-01
H0281101,Other (specify),No,H02811-05-01
H0300301,Electric,No,H03003-05-01
H0300301,lpg,No,H03003-05-01
H0300301,Kerosene,Yes,H03003-05-01
H0300301,Wood / Sawdust Burning,No,H03003-05-01
H0300301,Efficient Wood Burning,No,H03003-05-01
H0300301,Charcoal,Yes,H03003-05-01
H0300301,Other Biomass Burning,No,H03003-05-01
H0300301,Open fire,No,H03003-05-01
H0300301,Other (specify),No,H03003-05-01
H0300501,Electric,No,H03005-05-01
H0300501,lpg,No,H03005-05-01
H0300501,Kerosene,No,H03005-05-01
H0300501,Wood / Sawdust Burning,No,H03005-05-01
H0300501,Efficient Wood Burning,No,H03005-05-01
H0300501,Charcoal,No,H03005-05-01
H0300501,Other Biomass Burning,No,H03005-05-01
H0300501,Open fire,Yes,H03005-05-01
H0300501,Other (specify),No,H03005-05-01
H0300601,Electric,No,H03006-05-01
H0300601,lpg,No,H03006-05-01
H0300601,Kerosene,No,H03006-05-01
H0300601,Wood / Sawdust Burning,No,H03006-05-01
H0300601,Efficient Wood Burning,No,H03006-05-01
H0300601,Charcoal,No,H03006-05-01
H0300601,Other Biomass Burning,No,H03006-05-01
H0300601,Open fire,Yes,H03006-05-01
H0300601,Other (specify),No,H03006-05-01
H0301001,Electric,No,H03010-05-01
H0301001,lpg,No,H03010-05-01
H0301001,Kerosene,No,H03010-05-01
H0301001,Wood / Sawdust Burning,No,H03010-05-01
H0301001,Efficient Wood Burning,No,H03010-05-01
H0301001,Charcoal,Yes,H03010-05-01
H0301001,Other Biomass Burning,No,H03010-05-01
H0301001,Open fire,No,H03010-05-01
H0301001,Other (specify),No,H03010-05-01
H0340801,Electric,No,H03408-05-01
H0340801,lpg,No,H03408-05-01
H0340801,Kerosene,No,H03408-05-01
H0340801,Wood / Sawdust Burning,No,H03408-05-01
H0340801,Efficient Wood Burning,No,H03408-05-01
H0340801,Charcoal,No,H03408-05-01
H0340801,Other Biomass Burning,No,H03408-05-01
H0340801,Open fire,Yes,H03408-05-01
H0340801,Other (specify),No,H03408-05-01
H0340901,Electric,No,H03409-05-01
H0340901,lpg,No,H03409-05-01
H0340901,Kerosene,Yes,H03409-05-01
H0340901,Wood / Sawdust Burning,No,H03409-05-01
H0340901,Efficient Wood Burning,No,H03409-05-01
H0340901,Charcoal,Yes,H03409-05-01
H0340901,Other Biomass Burning,No,H03409-05-01
H0340901,Open fire,No,H03409-05-01
H0340901,Other (specify),No,H03409-05-01
H0341001,Electric,No,H03410-05-01
H0341001,lpg,No,H03410-05-01
H0341001,Kerosene,No,H03410-05-01
H0341001,Wood / Sawdust Burning,No,H03410-05-01
H0341001,Efficient Wood Burning,No,H03410-05-01
H0341001,Charcoal,Yes,H03410-05-01
H0341001,Other Biomass Burning,No,H03410-05-01
H0341001,Open fire,No,H03410-05-01
H0341001,Other (specify),No,H03410-05-01
H0341002,Electric,No,H03410-05-02
H0341002,lpg,No,H03410-05-02
H0341002,Kerosene,No,H03410-05-02
H0341002,Wood / Sawdust Burning,No,H03410-05-02
H0341002,Efficient Wood Burning,No,H03410-05-02
H0341002,Charcoal,Yes,H03410-05-02
H0341002,Other Biomass Burning,No,H03410-05-02
H0341002,Open fire,No,H03410-05-02
H0341002,Other (specify),No,H03410-05-02
H0350301,Electric,No,H03503-05-01
H0350301,lpg,No,H03503-05-01
H0350301,Kerosene,No,H03503-05-01
H0350301,Wood / Sawdust Burning,No,H03503-05-01
H0350301,Efficient Wood Burning,No,H03503-05-01
H0350301,Charcoal,Yes,H03503-05-01
H0350301,Other Biomass Burning,No,H03503-05-01
H0350301,Open fire,No,H03503-05-01
H0350301,Other (specify),No,H03503-05-01
H0351101,Electric,No,H03511-05-01
H0351101,lpg,No,H03511-05-01
H0351101,Kerosene,No,H03511-05-01
H0351101,Wood / Sawdust Burning,No,H03511-05-01
H0351101,Efficient Wood Burning,No,H03511-05-01
H0351101,Charcoal,Yes,H03511-05-01
H0351101,Other Biomass Burning,No,H03511-05-01
H0351101,Open fire,No,H03511-05-01
H0351101,Other (specify),No,H03511-05-01
H0351501,Electric,No,H03515-05-01
H0351501,lpg,No,H03515-05-01
H0351501,Kerosene,Yes,H03515-05-01
H0351501,Wood / Sawdust Burning,No,H03515-05-01
H0351501,Efficient Wood Burning,No,H03515-05-01
H0351501,Charcoal,Yes,H03515-05-01
H0351501,Other Biomass Burning,No,H03515-05-01
H0351501,Open fire,No,H03515-05-01
H0351501,Other (specify),No,H03515-05-01
H0360101,Electric,No,H03601-05-01
H0360101,lpg,No,H03601-05-01
H0360101,Kerosene,No,H03601-05-01
H0360101,Wood / Sawdust Burning,No,H03601-05-01
H0360101,Efficient Wood Burning,No,H03601-05-01
H0360101,Charcoal,No,H03601-05-01
H0360101,Other Biomass Burning,No,H03601-05-01
H0360101,Open fire,Yes,H03601-05-01
H0360101,Other (specify),No,H03601-05-01
H0360201,Electric,No,H03602-05-01
H0360201,lpg,No,H03602-05-01
H0360201,Kerosene,No,H03602-05-01
H0360201,Wood / Sawdust Burning,No,H03602-05-01
H0360201,Efficient Wood Burning,No,H03602-05-01
H0360201,Charcoal,No,H03602-05-01
H0360201,Other Biomass Burning,No,H03602-05-01
H0360201,Open fire,Yes,H03602-05-01
H0360201,Other (specify),No,H03602-05-01
H0360301,Electric,No,H03603-05-01
H0360301,lpg,No,H03603-05-01
H0360301,Kerosene,No,H03603-05-01
H0360301,Wood / Sawdust Burning,No,H03603-05-01
H0360301,Efficient Wood Burning,No,H03603-05-01
H0360301,Charcoal,No,H03603-05-01
H0360301,Other Biomass Burning,No,H03603-05-01
H0360301,Open fire,Yes,H03603-05-01
H0360301,Other (specify),No,H03603-05-01
H0360401,Electric,No,H03604-05-01
H0360401,lpg,No,H03604-05-01
H0360401,Kerosene,No,H03604-05-01
H0360401,Wood / Sawdust Burning,No,H03604-05-01
H0360401,Efficient Wood Burning,No,H03604-05-01
H0360401,Charcoal,Yes,H03604-05-01
H0360401,Other Biomass Burning,No,H03604-05-01
H0360401,Open fire,Yes,H03604-05-01
H0360401,Other (specify),No,H03604-05-01
H0360402,Electric,No,H03604-05-02
H0360402,lpg,No,H03604-05-02
H0360402,Kerosene,No,H03604-05-02
H0360402,Wood / Sawdust Burning,No,H03604-05-02
H0360402,Efficient Wood Burning,No,H03604-05-02
H0360402,Charcoal,No,H03604-05-02
H0360402,Other Biomass Burning,No,H03604-05-02
H0360402,Open fire,Yes,H03604-05-02
H0360402,Other (specify),No,H03604-05-02
H0360403,Electric,No,H03604-05-03
H0360403,lpg,No,H03604-05-03
H0360403,Kerosene,No,H03604-05-03
H0360403,Wood / Sawdust Burning,No,H03604-05-03
H0360403,Efficient Wood Burning,No,H03604-05-03
H0360403,Charcoal,No,H03604-05-03
H0360403,Other Biomass Burning,No,H03604-05-03
H0360403,Open fire,Yes,H03604-05-03
H0360403,Other (specify),No,H03604-05-03
H0360501,Electric,No,H03605-05-01
H0360501,lpg,No,H03605-05-01
H0360501,Kerosene,No,H03605-05-01
H0360501,Wood / Sawdust Burning,No,H03605-05-01
H0360501,Efficient Wood Burning,No,H03605-05-01
H0360501,Charcoal,No,H03605-05-01
H0360501,Other Biomass Burning,No,H03605-05-01
H0360501,Open fire,Yes,H03605-05-01
H0360501,Other (specify),Yes,H03605-05-01
H0360502,Electric,No,H03605-05-02
H0360502,lpg,No,H03605-05-02
H0360502,Kerosene,No,H03605-05-02
H0360502,Wood / Sawdust Burning,No,H03605-05-02
H0360502,Efficient Wood Burning,No,H03605-05-02
H0360502,Charcoal,No,H03605-05-02
H0360502,Other Biomass Burning,No,H03605-05-02
H0360502,Open fire,Yes,H03605-05-02
H0360502,Other (specify),Yes,H03605-05-02
H0360701,Electric,No,H03607-05-01
H0360701,lpg,No,H03607-05-01
H0360701,Kerosene,No,H03607-05-01
H0360701,Wood / Sawdust Burning,No,H03607-05-01
H0360701,Efficient Wood Burning,No,H03607-05-01
H0360701,Charcoal,No,H03607-05-01
H0360701,Other Biomass Burning,No,H03607-05-01
H0360701,Open fire,Yes,H03607-05-01
H0360701,Other (specify),No,H03607-05-01
H0360801,Electric,No,H03608-05-01
H0360801,lpg,No,H03608-05-01
H0360801,Kerosene,No,H03608-05-01
H0360801,Wood / Sawdust Burning,No,H03608-05-01
H0360801,Efficient Wood Burning,No,H03608-05-01
H0360801,Charcoal,Yes,H03608-05-01
H0360801,Other Biomass Burning,No,H03608-05-01
H0360801,Open fire,Yes,H03608-05-01
H0360801,Other (specify),Yes,H03608-05-01
H0361001,Electric,No,H03610-05-01
H0361001,lpg,No,H03610-05-01
H0361001,Kerosene,No,H03610-05-01
H0361001,Wood / Sawdust Burning,No,H03610-05-01
H0361001,Efficient Wood Burning,No,H03610-05-01
H0361001,Charcoal,No,H03610-05-01
H0361001,Other Biomass Burning,No,H03610-05-01
H0361001,Open fire,Yes,H03610-05-01
H0361001,Other (specify),No,H03610-05-01
H0370401,Electric,No,H03704-05-01
H0370401,lpg,No,H03704-05-01
H0370401,Kerosene,No,H03704-05-01
H0370401,Wood / Sawdust Burning,No,H03704-05-01
H0370401,Efficient Wood Burning,No,H03704-05-01
H0370401,Charcoal,No,H03704-05-01
H0370401,Other Biomass Burning,No,H03704-05-01
H0370401,Open fire,Yes,H03704-05-01
H0370401,Other (specify),No,H03704-05-01
H0370501,Electric,No,H03705-05-01
H0370501,lpg,No,H03705-05-01
H0370501,Kerosene,No,H03705-05-01
H0370501,Wood / Sawdust Burning,No,H03705-05-01
H0370501,Efficient Wood Burning,No,H03705-05-01
H0370501,Charcoal,No,H03705-05-01
H0370501,Other Biomass Burning,No,H03705-05-01
H0370501,Open fire,Yes,H03705-05-01
H0370501,Other (specify),No,H03705-05-01
H0370601,Electric,No,H03706-05-01
H0370601,lpg,No,H03706-05-01
H0370601,Kerosene,No,H03706-05-01
H0370601,Wood / Sawdust Burning,No,H03706-05-01
H0370601,Efficient Wood Burning,No,H03706-05-01
H0370601,Charcoal,No,H03706-05-01
H0370601,Other Biomass Burning,No,H03706-05-01
H0370601,Open fire,Yes,H03706-05-01
H0370601,Other (specify),No,H03706-05-01
H0370701,Electric,No,H03707-05-01
H0370701,lpg,No,H03707-05-01
H0370701,Kerosene,No,H03707-05-01
H0370701,Wood / Sawdust Burning,No,H03707-05-01
H0370701,Efficient Wood Burning,No,H03707-05-01
H0370701,Charcoal,No,H03707-05-01
H0370701,Other Biomass Burning,No,H03707-05-01
H0370701,Open fire,Yes,H03707-05-01
H0370701,Other (specify),No,H03707-05-01
H0370702,Electric,No,H03707-05-02
H0370702,lpg,No,H03707-05-02
H0370702,Kerosene,No,H03707-05-02
H0370702,Wood / Sawdust Burning,No,H03707-05-02
H0370702,Efficient Wood Burning,No,H03707-05-02
H0370702,Charcoal,Yes,H03707-05-02
H0370702,Other Biomass Burning,No,H03707-05-02
H0370702,Open fire,No,H03707-05-02
H0370702,Other (specify),No,H03707-05-02
H0370703,Electric,No,H03707-05-03
H0370703,lpg,No,H03707-05-03
H0370703,Kerosene,No,H03707-05-03
H0370703,Wood / Sawdust Burning,No,H03707-05-03
H0370703,Efficient Wood Burning,No,H03707-05-03
H0370703,Charcoal,No,H03707-05-03
H0370703,Other Biomass Burning,No,H03707-05-03
H0370703,Open fire,Yes,H03707-05-03
H0370703,Other (specify),No,H03707-05-03
H0370901,Electric,No,H03709-05-01
H0370901,lpg,No,H03709-05-01
H0370901,Kerosene,No,H03709-05-01
H0370901,Wood / Sawdust Burning,No,H03709-05-01
H0370901,Efficient Wood Burning,No,H03709-05-01
H0370901,Charcoal,Yes,H03709-05-01
H0370901,Other Biomass Burning,No,H03709-05-01
H0370901,Open fire,Yes,H03709-05-01
H0370901,Other (specify),No,H03709-05-01
H0371101,Electric,No,H03711-05-01
H0371101,lpg,No,H03711-05-01
H0371101,Kerosene,No,H03711-05-01
H0371101,Wood / Sawdust Burning,No,H03711-05-01
H0371101,Efficient Wood Burning,No,H03711-05-01
H0371101,Charcoal,No,H03711-05-01
H0371101,Other Biomass Burning,No,H03711-05-01
H0371101,Open fire,Yes,H03711-05-01
H0371101,Other (specify),No,H03711-05-01
H0371102,Electric,No,H03711-05-02
H0371102,lpg,No,H03711-05-02
H0371102,Kerosene,No,H03711-05-02
H0371102,Wood / Sawdust Burning,No,H03711-05-02
H0371102,Efficient Wood Burning,No,H03711-05-02
H0371102,Charcoal,No,H03711-05-02
H0371102,Other Biomass Burning,No,H03711-05-02
H0371102,Open fire,Yes,H03711-05-02
H0371102,Other (specify),No,H03711-05-02
H0371103,Electric,No,H03711-05-03
H0371103,lpg,No,H03711-05-03
H0371103,Kerosene,No,H03711-05-03
H0371103,Wood / Sawdust Burning,No,H03711-05-03
H0371103,Efficient Wood Burning,No,H03711-05-03
H0371103,Charcoal,No,H03711-05-03
H0371103,Other Biomass Burning,No,H03711-05-03
H0371103,Open fire,Yes,H03711-05-03
H0371103,Other (specify),Yes,H03711-05-03
H0380401,Electric,No,H03804-05-01
H0380401,lpg,No,H03804-05-01
H0380401,Kerosene,No,H03804-05-01
H0380401,Wood / Sawdust Burning,No,H03804-05-01
H0380401,Efficient Wood Burning,No,H03804-05-01
H0380401,Charcoal,No,H03804-05-01
H0380401,Other Biomass Burning,No,H03804-05-01
H0380401,Open fire,No,H03804-05-01
H0380401,Other (specify),No,H03804-05-01
H0380701,Electric,No,H03807-05-01
H0380701,lpg,No,H03807-05-01
H0380701,Kerosene,No,H03807-05-01
H0380701,Wood / Sawdust Burning,No,H03807-05-01
H0380701,Efficient Wood Burning,No,H03807-05-01
H0380701,Charcoal,No,H03807-05-01
H0380701,Other Biomass Burning,No,H03807-05-01
H0380701,Open fire,Yes,H03807-05-01
H0380701,Other (specify),No,H03807-05-01
H0380901,Electric,No,H03809-05-01
H0380901,lpg,No,H03809-05-01
H0380901,Kerosene,No,H03809-05-01
H0380901,Wood / Sawdust Burning,No,H03809-05-01
H0380901,Efficient Wood Burning,No,H03809-05-01
H0380901,Charcoal,Yes,H03809-05-01
H0380901,Other Biomass Burning,No,H03809-05-01
H0380901,Open fire,No,H03809-05-01
H0380901,Other (specify),No,H03809-05-01
H0381001,Electric,No,H03810-05-01
H0381001,lpg,No,H03810-05-01
H0381001,Kerosene,Yes,H03810-05-01
H0381001,Wood / Sawdust Burning,No,H03810-05-01
H0381001,Efficient Wood Burning,No,H03810-05-01
H0381001,Charcoal,Yes,H03810-05-01
H0381001,Other Biomass Burning,No,H03810-05-01
H0381001,Open fire,Yes,H03810-05-01
H0381001,Other (specify),No,H03810-05-01
H0381101,Electric,No,H03811-05-01
H0381101,lpg,No,H03811-05-01
H0381101,Kerosene,Yes,H03811-05-01
H0381101,Wood / Sawdust Burning,No,H03811-05-01
H0381101,Efficient Wood Burning,No,H03811-05-01
H0381101,Charcoal,Yes,H03811-05-01
H0381101,Other Biomass Burning,No,H03811-05-01
H0381101,Open fire,No,H03811-05-01
H0381101,Other (specify),No,H03811-05-01
H0390101,Electric,No,H03901-05-01
H0390101,lpg,No,H03901-05-01
H0390101,Kerosene,No,H03901-05-01
H0390101,Wood / Sawdust Burning,No,H03901-05-01
H0390101,Efficient Wood Burning,No,H03901-05-01
H0390101,Charcoal,Yes,H03901-05-01
H0390101,Other Biomass Burning,No,H03901-05-01
H0390101,Open fire,No,H03901-05-01
H0390101,Other (specify),No,H03901-05-01
H0390201,Electric,No,H03902-05-01
H0390201,lpg,No,H03902-05-01
H0390201,Kerosene,No,H03902-05-01
H0390201,Wood / Sawdust Burning,No,H03902-05-01
H0390201,Efficient Wood Burning,No,H03902-05-01
H0390201,Charcoal,No,H03902-05-01
H0390201,Other Biomass Burning,No,H03902-05-01
H0390201,Open fire,Yes,H03902-05-01
H0390201,Other (specify),No,H03902-05-01
H0390301,Electric,No,H03903-05-01
H0390301,lpg,No,H03903-05-01
H0390301,Kerosene,No,H03903-05-01
H0390301,Wood / Sawdust Burning,No,H03903-05-01
H0390301,Efficient Wood Burning,No,H03903-05-01
H0390301,Charcoal,No,H03903-05-01
H0390301,Other Biomass Burning,No,H03903-05-01
H0390301,Open fire,Yes,H03903-05-01
H0390301,Other (specify),No,H03903-05-01
H0390701,Electric,No,H03907-05-01
H0390701,lpg,No,H03907-05-01
H0390701,Kerosene,No,H03907-05-01
H0390701,Wood / Sawdust Burning,No,H03907-05-01
H0390701,Efficient Wood Burning,No,H03907-05-01
H0390701,Charcoal,No,H03907-05-01
H0390701,Other Biomass Burning,No,H03907-05-01
H0390701,Open fire,Yes,H03907-05-01
H0390701,Other (specify),No,H03907-05-01
H0390801,Electric,No,H03908-05-01
H0390801,lpg,No,H03908-05-01
H0390801,Kerosene,No,H03908-05-01
H0390801,Wood / Sawdust Burning,No,H03908-05-01
H0390801,Efficient Wood Burning,No,H03908-05-01
H0390801,Charcoal,Yes,H03908-05-01
H0390801,Other Biomass Burning,No,H03908-05-01
H0390801,Open fire,No,H03908-05-01
H0390801,Other (specify),No,H03908-05-01
H0390901,Electric,No,H03909-05-01
H0390901,lpg,No,H03909-05-01
H0390901,Kerosene,No,H03909-05-01
H0390901,Wood / Sawdust Burning,No,H03909-05-01
H0390901,Efficient Wood Burning,No,H03909-05-01
H0390901,Charcoal,No,H03909-05-01
H0390901,Other Biomass Burning,No,H03909-05-01
H0390901,Open fire,Yes,H03909-05-01
H0390901,Other (specify),No,H03909-05-01
H0390902,Electric,No,H03909-05-02
H0390902,lpg,No,H03909-05-02
H0390902,Kerosene,No,H03909-05-02
H0390902,Wood / Sawdust Burning,No,H03909-05-02
H0390902,Efficient Wood Burning,No,H03909-05-02
H0390902,Charcoal,No,H03909-05-02
H0390902,Other Biomass Burning,No,H03909-05-02
H0390902,Open fire,Yes,H03909-05-02
H0390902,Other (specify),No,H03909-05-02
H0390903,Electric,No,H03909-05-03
H0390903,lpg,No,H03909-05-03
H0390903,Kerosene,No,H03909-05-03
H0390903,Wood / Sawdust Burning,No,H03909-05-03
H0390903,Efficient Wood Burning,No,H03909-05-03
H0390903,Charcoal,Yes,H03909-05-03
H0390903,Other Biomass Burning,No,H03909-05-03
H0390903,Open fire,No,H03909-05-03
H0390903,Other (specify),No,H03909-05-03
H0391001,Electric,No,H03910-05-01
H0391001,lpg,No,H03910-05-01
H0391001,Kerosene,Yes,H03910-05-01
H0391001,Wood / Sawdust Burning,No,H03910-05-01
H0391001,Efficient Wood Burning,No,H03910-05-01
H0391001,Charcoal,No,H03910-05-01
H0391001,Other Biomass Burning,No,H03910-05-01
H0391001,Open fire,Yes,H03910-05-01
H0391001,Other (specify),No,H03910-05-01
H0400101,Electric,No,H04001-05-01
H0400101,lpg,No,H04001-05-01
H0400101,Kerosene,No,H04001-05-01
H0400101,Wood / Sawdust Burning,No,H04001-05-01
H0400101,Efficient Wood Burning,No,H04001-05-01
H0400101,Charcoal,No,H04001-05-01
H0400101,Other Biomass Burning,No,H04001-05-01
H0400101,Open fire,Yes,H04001-05-01
H0400101,Other (specify),No,H04001-05-01
H0400201,Electric,No,H04002-05-01
H0400201,lpg,No,H04002-05-01
H0400201,Kerosene,No,H04002-05-01
H0400201,Wood / Sawdust Burning,No,H04002-05-01
H0400201,Efficient Wood Burning,No,H04002-05-01
H0400201,Charcoal,Yes,H04002-05-01
H0400201,Other Biomass Burning,No,H04002-05-01
H0400201,Open fire,Yes,H04002-05-01
H0400201,Other (specify),No,H04002-05-01
H0400301,Electric,No,H04003-05-01
H0400301,lpg,No,H04003-05-01
H0400301,Kerosene,No,H04003-05-01
H0400301,Wood / Sawdust Burning,No,H04003-05-01
H0400301,Efficient Wood Burning,No,H04003-05-01
H0400301,Charcoal,No,H04003-05-01
H0400301,Other Biomass Burning,No,H04003-05-01
H0400301,Open fire,Yes,H04003-05-01
H0400301,Other (specify),No,H04003-05-01
H0400302,Electric,No,H04003-05-02
H0400302,lpg,No,H04003-05-02
H0400302,Kerosene,No,H04003-05-02
H0400302,Wood / Sawdust Burning,No,H04003-05-02
H0400302,Efficient Wood Burning,No,H04003-05-02
H0400302,Charcoal,Yes,H04003-05-02
H0400302,Other Biomass Burning,No,H04003-05-02
H0400302,Open fire,Yes,H04003-05-02
H0400302,Other (specify),No,H04003-05-02
H0400303,Electric,No,H04003-05-03
H0400303,lpg,No,H04003-05-03
H0400303,Kerosene,Yes,H04003-05-03
H0400303,Wood / Sawdust Burning,No,H04003-05-03
H0400303,Efficient Wood Burning,No,H04003-05-03
H0400303,Charcoal,No,H04003-05-03
H0400303,Other Biomass Burning,No,H04003-05-03
H0400303,Open fire,No,H04003-05-03
H0400303,Other (specify),No,H04003-05-03
H0400304,Electric,No,H04003-05-04
H0400304,lpg,No,H04003-05-04
H0400304,Kerosene,No,H04003-05-04
H0400304,Wood / Sawdust Burning,No,H04003-05-04
H0400304,Efficient Wood Burning,No,H04003-05-04
H0400304,Charcoal,Yes,H04003-05-04
H0400304,Other Biomass Burning,No,H04003-05-04
H0400304,Open fire,No,H04003-05-04
H0400304,Other (specify),No,H04003-05-04
H0400401,Electric,No,H04004-05-01
H0400401,lpg,No,H04004-05-01
H0400401,Kerosene,No,H04004-05-01
H0400401,Wood / Sawdust Burning,No,H04004-05-01
H0400401,Efficient Wood Burning,No,H04004-05-01
H0400401,Charcoal,No,H04004-05-01
H0400401,Other Biomass Burning,No,H04004-05-01
H0400401,Open fire,Yes,H04004-05-01
H0400401,Other (specify),No,H04004-05-01
H0400601,Electric,No,H04006-05-01
H0400601,lpg,No,H04006-05-01
H0400601,Kerosene,No,H04006-05-01
H0400601,Wood / Sawdust Burning,No,H04006-05-01
H0400601,Efficient Wood Burning,No,H04006-05-01
H0400601,Charcoal,No,H04006-05-01
H0400601,Other Biomass Burning,No,H04006-05-01
H0400601,Open fire,Yes,H04006-05-01
H0400601,Other (specify),No,H04006-05-01
H0400701,Electric,No,H04007-05-01
H0400701,lpg,No,H04007-05-01
H0400701,Kerosene,No,H04007-05-01
H0400701,Wood / Sawdust Burning,No,H04007-05-01
H0400701,Efficient Wood Burning,No,H04007-05-01
H0400701,Charcoal,No,H04007-05-01
H0400701,Other Biomass Burning,No,H04007-05-01
H0400701,Open fire,No,H04007-05-01
H0400701,Other (specify),No,H04007-05-01
H0401001,Electric,No,H04010-05-01
H0401001,lpg,No,H04010-05-01
H0401001,Kerosene,No,H04010-05-01
H0401001,Wood / Sawdust Burning,No,H04010-05-01
H0401001,Efficient Wood Burning,No,H04010-05-01
H0401001,Charcoal,No,H04010-05-01
H0401001,Other Biomass Burning,No,H04010-05-01
H0401001,Open fire,Yes,H04010-05-01
H0401001,Other (specify),No,H04010-05-01
H0401002,Electric,No,H04010-05-02
